textID,text
ad2d036578,"@joeylattime Ill fucking merk a bitch dude, dont fuck with me"
9e5e8ab6a4,@joeylattime ur welcome u bitch
47126dd509,@joeysulipeck @myfoxmemphis the minute those red n yellow for rent signs go up the reg. ppl start selling n move
e9ef9a00e9,"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"
3da51fc31b,@johnwells__ fuck it hoes will be hoes.
ddc89d5956,@jokersupdates please no more like that SNOB elissa. rich bitches suck!
499f7fe7dc,@jon_wayne_miles you better of called that kid a pussy!
1f35cb2e27,@jonnnycashh #pussy
23ea783065,@jonnytooswollen bitch
dbae8ffc58,@jonsweethearts how are you Argie?
46e5a5f63b,"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot"
b9d896f209,@jordan536633 @heydenbunsyolo @bird_lovin shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
25080c4bad,@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner
760b2e5dfe,@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.
580f2c99e1,@josh_helton Xbox live fags
e243bee98c,@josh_sclafani You're also a better little bitch
12b499b4ca,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.
95410148bf,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
3acd68b4cb,@joshkline1992 that's my nig nog
f3933c4b73,@joshmtz1199 bitch I'm starving!
245e5f25e2,@jqualley_ @_BeautifulKeezy bitch YESSSSS I make girls mad &#128514;&#128514;
70740addc0,"@jrlikeswhisky @ZwithR @NickEhlers01 You couldn't handle Iowa pussy - here, kitty, kitty, kitty --- http://t.co/1aNMKM4O9Y"
29d1ec5e7e,"@jrlikeswhisky @ZwithR stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
78a3ef0435,@jrsmith12 @jaynovel let these hoes be great
f71ed6b273,@jshcalderon lmfaoooo I'm tryna see how many hoes I can lure in
abc7f39d90,@jsimsromance My guy is a Maine coon and a total cuddle bum. Every one that I've ever met has been super friendly.
b145670ac9,@jstewcoolcat fag lol
a193f3b9e1,"@jthomas309 @DestroTheNoble @nekolin &lt;&lt;&lt; Getting his ass pounded &amp; loving it! 
I'm done with this GAY whiney bitch. NEXT......"
cccb3d7081,@jtrimbl3 For real. Lil bitch.
07ae045cbe,"@juiccey_j i understand why, everyone loves pussy"
a5640db7a7,@juicygenie can a quote this and tag a bitch
cc1a219c1c,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_
1eac051f9c,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded
31f2861133,@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
8e65e54144,@jusfinlbieber honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
61ee532258,@just_joshin7 fag.
52020ad422,@just_priss I understand but stop venting on this bitch you give to much insight in to your life &amp; these people don't deserve that
7bbc5a2473,@justezzzee @NoleyDunlap and why would I want my girl to stand up for me if im the man you are a bitch for letting her do that
dd2a769f04,@justezzzee I swear you straight up bitch
b4ebfb22c6,@justezzzee and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy
51bdb4d865,@justezzzee bitch where u be fuck nigga
f948e704f4,@justezzzee bitch you look like one of the characters off of Sesame Street which yo ugly ass.
87fa9ce0c5,@justezzzee nigga what bitch I'm talking bout boxing can u read?
f734459c4c,@justezzzee so wtf u tryna do bitch?
5e14887b13,@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!
85eb03d6b8,@justezzzee your mama raised you as bitch right
7909fa421f,@justezzzee your so fucking ignorant u talk a lot shit for someone who don't wanna fight your mama raised u as bitch huh?
36631a41d0,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..
8f11bf53a2,@justinbieber have fun getting deported you fucking faggot
7e21d8a7ab,@justinbieber nice wigger stache
2f00504c96,@justinclark_5 oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao
bc14c389af,"@justinhall3434 
God bless you whitey. I be sleepin in tomorrow"
dae7a3eeb1,@justinmiculka01 @edgarguillenjr @blakeanderson21 @jo_clark6 @dalton_ryann @cjjsanchez @delao_chris quit being a bitch
9b7811b2e0,@justinmiculka01 oh what hoe is she trippin bout then
06b8d9e26c,@justyeahdude @Tricky_NickyH20 I put lotion on bitch ass nigga
bcd7910701,@jwill252 We got a win my nicca! Lmao
7c229b34c1,@jzsuschrist ok they have 2 niggers in raw
f26105a320,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.
0a5e7d6cb1,@kaaaytate do it pussy
b34a3fd669,"@kade_melton he triesto cause drama between people, he said that you called me a bitch, and i know you didnt hahahaaha"
05810a7cdd,@kailanlee #pussy
8531be3694,@kamkamluvsblk Yeah one called me a race traitor lol
70187852a7,"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list"
31d03bff54,"@kannslac He said ""ready bitch okay"" Lmfaoooooooo so done !!"
2938f51a3a,@kanyewest tell yo bitch to stop calling me fam ! http://t.co/6ZWo2a5wGI
a153babf33,@karazopfi Then send them bitches through express mail overnight delivery
4baf1c6930,@karlamorenoo aha your welcome niggah &#128520;
d409e4ce46,@karlamorenoo dont even trip my niggah i got you lol
dbc696a3ef,@karlamorenoo just look for the realest niggah on rosecrans that be me lol
237b093176,@karlamorenoo my niggah my niggah lol
2b8b0a7d10,@karlamorenoo niggah you dont know me! Lol you dont know my life aha
a8a1e94417,@karlieu123 I can't help but notice you attempting to avoid acknowledging your very hairy pussy....
c99820b355,"@karlieu123 oh no no no. You're perpetually in the 15%. 

Your hairy pussy tho.... Different story."
4841c38e53,@karlina_marie your pussy not mine &#128514; do you &#128526;
bd3b30d13c,"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons"
8c03f75944,@karmendanielle_ let the coons be great it's in the dream
570a5c063b,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes"
383aa5ec8b,@kassidypeek pussy shit ^
038a99e313,@kate_beckwith74 don't judge me monkey
8862c02132,@katelyn_lomax I'm not a nig. &#128548;
d83606a58a,@kater_tater_ shine bright like a bad bitch
9412b17d47,@katherinerrrr hoes gon be hoes so so i couldn't blame tammy
db76d74945,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
f873960a48,"@kathleenparker of the washington post to call the President ignorant I ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!"
aaf69acf6f,"@kathy_doermer bitch please, I'll go to Windsor either way.. When i come up I can bring some also &#127470;&#127481;"
361b6281a6,@katiieR nah this bitch dykey
1fb696a58c,"@kay_laa_laa I know, all the bitches love me&#128129;"
51f56d7464,@kay_laa_laa ha bitch I know&#128129;
1b673ea212,"@kay_laa_laa if you can't stand the heat, get out of the kitchen. Gratata swag bitch &#128526;"
ffe02fe3f5,@kay_reneaa holy fuck thank you. I hate bitches that just fuck their ex then their boyfriend then back to back like damn Call you peace pipe
8255b23e72,"@kay_reneaa trust me, after i tweeted that i was like... Damn im a fag"
e108bb4fa1,@kayhay14 bitch back up I'm taken
9599acaca6,@kayliefarmer @bbluedreamm no but if you dare I'll slay your ass. You fruity quaffing tranny.
3bd6b2df8c,@kayliefarmer Its funny and it has that blond bitch on it
c281b14817,@kayliefarmer hey now there's no need for foul language you kike
93eb6effbb,"@kayliefarmer hey, fuk them hoes they prolly already have it"
30abfb5b07,@kaylonnnnn then who are you to call me trash &#128522;
419862456e,@kaylynkitz yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis
5c8a453297,@kaymckinneyy suck ass bum ass Yankees foh
2bbe1f652e,"@kayt27 poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter"
0eb1ab3558,@kayylamarieeee haha pussy
baf2ccb1cc,@kayysavage @Montea_Rollin I know bitch
259a4c12db,@kayysavage bitch &amp; if they wasnt &#128514;&#128557;
b56c29ed7d,@kayysavage bitch this shit is SOOOO FUNNY &#128553;&#128128;&#128557;
f1f8d50eff,"@kayysavage bitch you looked surprised asf &#128514;&#128557; ""YO MAMA LET YOU DRIVE HER SHIT"" &#9995;&#128514;&#128557;"
f61ae5403a,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash"""
97fd42d38b,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim"
72624c934f,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun)
20967289f5,@kelly_ryaaaan only dumb bitches r in 8th
bd5f768159,@kels_oneill bring it bitch.
9b1060a30e,@keltor_wade nah dude mostly just sound like a faggot
704dfebd66,@kelvinkayyy safe bruv welcum to twitter my niggur
1177c602c8,"@kenlypls @skeetworld_ @iAcceptNudes wrong skiny girls are for guys that want hot sex that looks good too.
Every fat bitch knows that"
92866f7b8c,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha
13d0b4314e,@kenzayye ruga bussed yo bitch #bowbow
892b8a0cf8,@kenzieblake2015 duh! You're my main bitch :)
5d8102cab8,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
3fcdacf90f,@kenzieblake2015 what time is your bonfire Saturday hoe?
17d1a66db4,"@kenzystuart1 Hey, that guy has the same first name that I do! What a fag."
4d22612bb6,@keongetsbitches fag &#128155;
3cd2b0d233,@kerrtheresa moderator wants to bitch slap Romney so hard
da72cfc9cc,@keshhh got bitches that look like Bulldogs instead lol
fd57cd4c4e,@kevkid79 quit ya hating you oyster lookin ass bitch.
0a57a17968,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today"
a9e176a76e,@khamillkilroy &#128514;&#128514; Shy Glizzy
41ff25c568,@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to
064b2cc709,@kieffer_Jason bitch what time
00b7a60703,@kieffer_jason @C_janacek07 nigga stop being a bitch and come to the high school You already said yes
6896f19343,@kieffer_jason @C_janacek07. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch
cce4a3ca50,@kieffer_jason @Kgokey17 plz come down here im really sick of your bitch ass talking shit plz come down here it going to be 1 on 1
c9d4cf96af,"@kieffer_jason @NathannDevlin @zach_smith98 No am just letting you what's going to happen, am not like u pussy ass niggas from Plano"
733ac52be6,@kieffer_jason @NathannDevlin @zach_smith98 bitch I been in Plano every fuck weekend and you make excuses stfu and fight
cf1a0bb3c2,@kieffer_jason @NathannDevlin @zach_smith98 bitch how tf am dumb your going off what someone else told you so u can shut that shit up
8b1ef2334e,@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend
d31c27398f,@kieffer_jason @hunterbuch66 @sbsylvester but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy
9f42f42b4f,@kieffer_jason @hunterbuch66 @sbsylvester u fucking trailer trash
98cfd1162e,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address
00c8cfed18,@kieffer_jason @sbsylvester @hunterbuch66 bitch keep talking
bbe85e3495,@kieffer_jason @sbsylvester bitch what where y'all be at come to town east mall u and your bitch fuck boys
0cc4081476,@kieffer_jason @sbsylvester then bring yo bitch ass to town east mall let me know when u there bitch!
c45f5fb9e6,@kieffer_jason @sbsylvester then bring your bitch ass to town east bitch
7e5457bddf,@kieffer_jason @sbsylvester u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard
d138ab0b3a,@kieffer_jason @sbsylvester where y'all be at oh we going fight come to town east bitch
6ade83d96d,@kieffer_jason @someone yea it's very true bitch
fbbeb51073,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga
74b57c43cc,@kieffer_jason How u going to talk shit from another state that's dat pussy shit
f7638c4126,@kieffer_jason I heard your mama raised you like bitch
562c683a44,@kieffer_jason I said your name bitch so yes you fuck boy
1f403981ef,@kieffer_jason Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga
9358a6253c,@kieffer_jason No am real but you a pussy ass nigga so why would I give a fuck what u think lmao just stfu
628bab2c42,@kieffer_jason No that's what u think I just don't like pussy boys who run they mouth but they can't back they words up.
d934e438cc,@kieffer_jason No the fuck it's not bitch what's the real fucking address get that bitch out yo blood and tell me the address
548b9da461,"@kieffer_jason am done are acting like a little bitch. My 5 year old nephew realer then your scary ass, sunset is not a time u dumb fuck"
e0f9a074cf,@kieffer_jason am going to hurt more then your bitch ass feelings
5fb992345d,@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping
590ede849e,@kieffer_jason and who said I didn't like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly.
b78e0c4c19,@kieffer_jason and why would I care what a bitch ass nigga think and u don't understand how fucking scary u look
02073f1c62,@kieffer_jason and you got that pussy in your bllod
112da4faa0,"@kieffer_jason bitch I don't wanna talk, I wanna fight your pussy ass"
1d3c1b4821,@kieffer_jason bitch I have a phone stfu talking don't worry about me just make sure you show up
70d05bf740,@kieffer_jason bitch am not I really don't fucking like you. why the fuck are you even talking to me ?
816bbfcd52,"@kieffer_jason bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo"
40760ea4e8,"@kieffer_jason bitch cause u wanted to fight and you didn't show up, and tryna make a bet and shit get yo friendly ass off My Twitter"
d6738c3768,@kieffer_jason bitch didn't we just discuss this shit yesterday what time faget
e0d893b360,@kieffer_jason bitch get the fuck off my tl what u mean
e344ef4cf6,@kieffer_jason bitch go get a life before I block your lame ass
84f961fdb2,@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again
c002c2eddd,@kieffer_jason bitch meet up
7369cf2fc5,@kieffer_jason bitch that says traffic stop bitch stop making excuses
543a06c64b,@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing
1047b78606,@kieffer_jason bitch u describe both of those terms
62dd5efb10,@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
4652d96d01,"@kieffer_jason bitch what? I did show up then I tweeted,dm, texted then called u and I asked u were tryna meet up bitch ur fucking weak."
1f9019bba5,@kieffer_jason bitch what? No it must of flew over u head cuz u didn't show up at Plano senior high school in Plano tx fuck boy
e8a7f5e1a3,@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas
2f2721c6fe,@kieffer_jason bitch who's playing am not worried about you or your little faget ass friends at vines I know niggas at vines to so wtf u say
9c52e5ba66,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy
d72748e39c,@kieffer_jason bitch you are not funny stfu talking to me what part of that do you not understand?
bb96cfef66,@kieffer_jason bye bitch
14c6d8edd1,@kieffer_jason catch them hoes on.Saturday meet me at Plano senior high
44c3407b4d,@kieffer_jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy!
6f15fcf64e,@kieffer_jason here let me say it more clearly since your retarded ass don't understand
5a4ebbbdba,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
6ee991d0cd,@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?
9932b9c033,@kieffer_jason idgaf what your name is scary ass give me a real address hoe
8ba9d3448f,@kieffer_jason is that all you have to say you sound like a little bitch nagging and shit where u be at
f6f7382036,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard"
a93501213c,@kieffer_jason lets settle this and fight stop being a pussy
703a5708f6,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga
683149f529,@kieffer_jason meet up then and stop hitching out and back your words up pussy
9a00c7fd06,@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker
9a1177c3fb,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga"
226dcfa96d,@kieffer_jason nigga I was there at 5:42 I went to go get my homeboy and I texted u at 5:50 naw u a bitch
e4364d95c3,@kieffer_jason nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch
b14b4d5209,@kieffer_jason nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like
f04b0ca7f2,@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch
44c7e944b9,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
fb6110efb9,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
61c907173c,@kieffer_jason pussy
2334ad25e6,@kieffer_jason pussy nigga it's the same term
c2484278c9,@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch
e39cb0ca13,@kieffer_jason sorry don't know what to tell you but to get your pussy ass off my twitter
5f54c3d4cb,@kieffer_jason u can bring that bitch to.
62e1413e85,@kieffer_jason u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho
d7b287d1e7,@kieffer_jason u feel like dumb ass don't u pussy boy
67ff57361c,@kieffer_jason u going to get dropped bitch im a fucking nigga who got a fucking dick
762a44afb6,@kieffer_jason u made me drive all the way to Plano then wanna bitch out
1a38bc0602,@kieffer_jason u want me to panda express so someone. Can break up the like fuck stick to plan and go to Plano get that bitch out your blood
a0c3ef4a01,@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga
de2a14a465,@kieffer_jason umm you sure the hoes I talk to aren't ugly
94488794d4,@kieffer_jason wtf r u talking about I was in Plano tx what r u talking about pussy boy
12b631ca7b,@kieffer_jason wtf u think u ole pussy ass nigga
95dfefd4e7,"@kieffer_jason yes bitch, your a fucking square"
e637c11dca,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard
3775d15b1d,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u
7f62c60ffe,@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3
a5abb95859,@kiela_g_3 Home fag. Didn't feel like puttin up with your shit today
e32bcc9304,@kierstenhammond I slid in your DMs so answer me bitch!!
f4e8990f70,@kilmeade @foxandfriends don't you mean crowd not crows
2f9f6f89cd,"@kim92493 @BritBritt22 Im pretty sure she's a bad bitch. In other words, shawty a dime."
a86d48a430,@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim
1e2e4371a9,@kimcampano &#128553;&#128557;&#128557; bitches needa take notes
dd3dbdf77e,@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @_PlayCrazy @Anthony_2Much @Jack2Time @GF_Dalifestyle nigga be safe hoe
8d4c510735,@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @mistaturk5 @_PlayCrazy @GF_Dalifestyle fuck you bitch
4ea8274298,@kincade00 @PacTha_Mac lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than 1200
b521edea57,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*
a74b7578a5,@kincade00 don't watch me watch tv hoe
173738ce2a,@kincade00 nigga Madison playing some bitch ass white boys that's going to Harvard on law scholarship play crazy
674bb5ca74,@kincade00 shut up bitch for I spit on you
6e424d5ccf,@kincade00 you owe me anyway hoe I need that with interest or shooting your shit up
d4305524e2,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
e71ac19463,"@king__saan I feel like I just got married bruh, she a bad bitch"
ab464f70e6,@kingjvsh @_hanimA Don't be a bitch
d546f8c422,@kingjvsh you just did bitch lol
bab26fdc24,@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch
4f0c1d97c4,@kingxxlopez Lol me and @MarcusDenton just sit there and make fun of him. I can't stand that fag
24a7c7e988,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
b7b0f4fb71,@kinkymuslim bitch music
6957e5f1bf,@kirbys08 @_James_Kirby_ fuck you bitch.
ee87e14bee,@kirstynehbu faggot
0f9b915617,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers
f3afed1887,@kitten_nugget69 @danusaur bitch you're the ugly one that's why everyone leaves you AHAHAHAA
51d74124da,@kitten_nugget69 stfu dyke looking hoe.
bcd831b113,@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
f39c65d9ef,@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..
1a9933a4fe,@kitty_hello14 bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple
c4453ff2b8,@kittygurl9714 I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho
a3f0f32135,@kittygurl9714 bitch you mentioned me first tf wrong wit yo psychotic ass.
f433396b44,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.
6388c670c6,@klena57 someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended
bc3032341b,@kliontiii @yfly23 lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either
b7c1a22a62,@klvyupthatsm3 @Huntermoore ew you look like a cheap tranny hooker
ca66e5e4b6,@kmagalyv some scandalous hoes then!!! Lmao
be16255b41,"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like"
8fa75341d4,@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF
d147a9feb1,@kortneyalexis fuck yo bitch ass
afc17894d4,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha
03b569041c,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash
ea5c577cb7,@krustyiscute don't hoe me
9891da8fff,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!
5f42a2d026,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
d3a576d221,"@kuczaaaK @Tyg235 Kris, griff is too ghetto to know anything about sperrys or vans"
eea9145f1b,@kuhnatekuhnite @studlydubly talkin' bout bitches gettin' butthurt am i right?!
49ec0f5742,"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works."
7b65e54ea9,@kyleefagnola call him a cock blocking faggot
80832ca578,@kylegotjokes @yaaagirlllmeggx that's fucking bitches for ya! Using that pus to hook u
be226efbd2,@la_di_daDEE try me pussy
0b581d3f9f,@laceeybugg atleast i dont have dick breath you twat licker
1973abbb06,@laceeybugg atleast i wipe my ass trashy bitch
7c6b2e810a,@laceeybugg bitch if im talker than you then youre short so stfu
ab07a3fe36,@laceeybugg bitch im 5'7 1/2 smd hoe
b8d1e767b2,@laceeybugg comeover here then bitch
efba862a1b,@ladysofchoice r u that ugly that ur avi is a bitch
d109999477,@lajazz7 bitch&#128545;
cf64d19714,@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup
cc153c2a35,@lancejw113 so many hoes &#128514;&#128514;
c5556624b0,@laser_beam26 text me fag
f46d274a8b,@lauchiemac_ fag
910a250227,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;"
ab52225ed8,"@lauren_kapitan @_Maniac_Mind_ No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit."
f40d533a23,@lavalourry stfu prude ass basic ass bitch
c336250f8f,@lcl03 the slopes aren't for us bro Hahaha
f23c1c4255,@lcl03 you've been talking trash since we were 3 and 5.
896289196c,@lcxancilleri faggot
02624773ca,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
31a107dbcf,@leiacatherinexx don&#8217;t be a hurt little faggot
eabaf375f4,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta"""
51313cb3fd,@lenadunham Sick bitch nutjob
42ebd9099d,"@leprechaun_ie Strong with the Force, leprechauns are."
6ac3031bc9,"@letsdancemofos @markkelly1983 haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously."
666f836b32,@lettherainefall @Ann_E_Lizabeth and I are on our way to fuck your bitch
6e41749ac7,@lettherainefall fag that's some gay ass shit
98f836e4b6,@lettherainefall on my way to fuck your bitch
88b6d952b6,@lettherainefall sucks to suck bitch.
f6d56869b1,"@lexhound @discordianslip @87pest Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though."
58272bcdb4,@lexipost30 because she a typical ghetto girll.
5ded2a1364,@lexxaye DP = Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.
6612e42b28,@lifeof_brandon bitch I called yu back
c10ae302bc,@lifeof_brandon bitch you need to bring your ass to fucking practice.
980578403b,@lifeof_brandon text me bitch
de0673a07d,@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py
dc0f5bca14,@lilimaeee nigger
787df2fd0f,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape"
36f885a911,@lilmenifee__ &#128514;&#128514;&#128514;&#128514;&#128514; yeah I read yo shit to fast bitch
acf54fad30,@lilmenifee__ ah Lil bit bitch &#128526;&#128527;&#128514;&#128076;
8b0054a807,@lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr
4bc7d627ad,@lilthickgawdess salty pussy
6bdd5e9d7e,@lilylovescamel @auroraabartlett I like that your room isn't a big sloppy mess like most of these Twitter hoes
af706b4c58,@litigiousmind I skipped the running. And am eating chips. And brownies.
4987043fd4,@litigiousmind pretty like a bitch
e7f2b44a1f,@littlecball @AustinMahone just Robert bc he was the one cussing like no tomorrow bc he's a pussy
cc53e85d21,@littleelexx you a bitch tho I know for sure I'm not. You'd get your ass beat by any of my bitches that's fact &#128514;&#128514;
9508bfc99f,@littlelinnda @NasshRodriguez @linndaroose linda you just @ yourself rn you retard^^
3ba9e80d1d,"@littlelouie33 eh, take off hoser."
300c739684,@lkxox_ bitch*
e056f0a268,@lkxox_ bitch***
a050668b78,"@lkxox_ exactly, so she's a bitch"
887e90ff88,"@lllexiss @lukejohnson06 @ParhamBryce @laurenbeckkkk1 Lil pussy didn't DM me back?, hmm"
047abbd04e,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
b6d5af9406,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
fd34ad6207,@logan_wills what a bishhh &#128075; slap a hoe
278c0dceeb,@longbongchris I don't see how ud get pussy when u yourself are a pussy.
b6f66e0621,@longbongchris mk Hun just textith me
1853fae31c,@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch
87c799a397,@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;
4bc4d97503,"@lordjamar your disgusting, you should be banned from talking about Hiphop, retards like you belong in the 40's with your retarded ass logic"
d11816c1c7,@louiev_ lol just getting this..early bird catches the worm!
0fe8023456,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube
a9b19af9ee,@lovenati after a 2 day bitch fest maybe
6d65d9dc54,@lovenati omg...what a retard...should have asked her which weighs more? Thousand pounds of feathers or a thousand pounds of steel?
5f91766356,@lucas_wright955 @MichaelGT03 faggots
